loan_id,name,date_of_birth,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,CIBIL_rating,income_level,loan_rating,loan_term_type,dependent_level,edu_status,type_employment,loan_approval
501,Brenda Hayden,1970-03-09,2,Graduate,No,200000,700000,8,851,400000,200000,800000,200000,Approved,Excellent,Low,Bronze,Intermediate,Moderate,1,0,1
502,John Hicks,1975-03-09,2,Graduate,No,4700000,12500000,14,375,1300000,6300000,10100000,5400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,1,0,0
503,Cassandra Simpson,1970-11-16,0,Graduate,Yes,4300000,14300000,14,601,3800000,900000,16700000,5700000,Approved,Average,Upper-Middle,Silver,Intermediate,Low,1,1,1
504,Amanda Lynn,1964-03-27,4,Not Graduate,No,2200000,7000000,20,756,3600000,3900000,5700000,1200000,Approved,Excellent,Low-Middle,Bronze,Long Term,High,0,0,1
505,Leonard Whitaker,2002-10-08,4,Graduate,Yes,8600000,19200000,4,868,20400000,1500000,32800000,9300000,Approved,Excellent,High,Silver,Short Term,High,1,1,1
506,Dawn Goodman,1987-09-04,4,Graduate,Yes,2000000,7200000,10,838,2500000,300000,7600000,1000000,Approved,Excellent,Low-Middle,Bronze,Intermediate,High,1,1,1
507,Daniel Smith,1974-08-23,4,Not Graduate,Yes,4200000,15900000,14,375,7200000,7900000,16200000,3000000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
508,Paige Williams,1971-08-01,0,Not Graduate,Yes,5100000,12500000,18,778,3300000,1000000,14800000,3200000,Approved,Excellent,Upper-Middle,Silver,Long Term,Low,0,1,1
509,Jeffrey Rodriguez,1974-02-03,2,Graduate,Yes,4100000,11200000,6,442,12200000,4100000,10000000,4500000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,1,0
510,Steven Williams,1989-04-05,1,Graduate,Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000,Approved,Excellent,High,Platinum,Intermediate,Low,1,1,1
511,Taylor Banks,1974-07-28,1,Not Graduate,Yes,3200000,9000000,20,372,2700000,2800000,7200000,3800000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,0,1,0
512,Shane James,1963-03-20,2,Graduate,No,5500000,19000000,4,597,1100000,4000000,18700000,5300000,Approved,Average,Upper-Middle,Silver,Short Term,Moderate,1,0,1
513,Tony Austin,1964-06-07,0,Graduate,Yes,7800000,29100000,20,435,21100000,13000000,17300000,9700000,Rejected,Poor,High,Gold,Long Term,Low,1,1,0
514,Rhonda Wagner,1997-03-23,3,Graduate,Yes,3400000,9700000,20,728,1500000,1500000,7300000,2400000,Approved,Good,Low-Middle,Bronze,Long Term,Moderate,1,1,1
515,Andrea Lucas,1962-09-23,4,Graduate,Yes,7900000,25900000,14,373,10900000,14300000,27700000,7600000,Rejected,Poor,High,Gold,Intermediate,High,1,1,0
516,Susan Porter,1984-07-09,3,Graduate,Yes,8900000,18500000,10,367,6100000,0,32000000,10300000,Rejected,Poor,High,Silver,Intermediate,Moderate,1,1,0
517,Christina Kelly,1962-07-18,2,Graduate,No,7300000,19100000,14,552,2000000,13400000,16800000,4000000,Approved,Average,Upper-Middle,Silver,Intermediate,Moderate,1,0,1
518,Corey Wolfe,2003-01-19,4,Not Graduate,Yes,3300000,10600000,8,465,500000,4400000,7300000,2800000,Rejected,Poor,Low-Middle,Silver,Intermediate,High,0,1,0
519,Audrey Russell,1988-04-01,4,Graduate,Yes,2900000,10500000,8,607,4400000,5500000,7600000,3800000,Approved,Average,Low-Middle,Silver,Intermediate,High,1,1,1
520,Christopher Dickerson,1976-12-28,2,Graduate,Yes,500000,1300000,4,427,1400000,500000,1800000,600000,Rejected,Poor,Low,Bronze,Short Term,Moderate,1,1,0
521,Shelby Webb,1983-01-02,3,Not Graduate,No,7200000,21200000,4,711,10800000,4200000,24900000,5700000,Approved,Good,Upper-Middle,Gold,Short Term,Moderate,0,0,1
522,Samuel Reed,1993-01-23,3,Not Graduate,No,8300000,24100000,14,823,5900000,700000,24000000,7700000,Approved,Excellent,High,Gold,Intermediate,Moderate,0,0,1
523,Patricia Cox,1969-10-19,1,Not Graduate,Yes,8700000,20500000,6,523,19300000,6500000,23700000,4800000,Rejected,Poor,High,Gold,Short Term,Low,0,1,0
524,Kaitlin Hill,1960-03-05,4,Not Graduate,Yes,7100000,27900000,10,328,9000000,13400000,26500000,7700000,Rejected,Poor,Upper-Middle,Gold,Intermediate,High,0,1,0
525,Charlene Cortez,1983-09-02,3,Graduate,Yes,9800000,28200000,12,721,15800000,6500000,21900000,9600000,Approved,Good,High,Gold,Intermediate,Moderate,1,1,1
526,Michael Allen,1988-07-17,0,Graduate,Yes,6900000,17000000,20,599,18100000,9400000,26600000,4300000,Approved,Average,Upper-Middle,Silver,Long Term,Low,1,1,1
527,Karen Smith DDS,1972-05-14,0,Not Graduate,No,2400000,5000000,14,580,5900000,4400000,5500000,3200000,Approved,Average,Low-Middle,Bronze,Intermediate,Low,0,0,1
528,Jose Ortega,1971-06-10,1,Not Graduate,Yes,2100000,4900000,10,744,200000,2000000,5400000,1000000,Approved,Good,Low-Middle,Bronze,Intermediate,Low,0,1,1
529,Charles Brown,1978-04-07,2,Graduate,Yes,7200000,23900000,4,559,4200000,12200000,17800000,10800000,Approved,Average,Upper-Middle,Gold,Short Term,Moderate,1,1,1
530,Michael Lewis,1998-09-27,2,Graduate,No,4600000,13500000,16,587,7700000,5900000,10600000,5000000,Approved,Average,Upper-Middle,Silver,Long Term,Moderate,1,0,1
531,Bruce Bryant,1982-02-01,5,Graduate,Yes,9900000,31800000,18,817,23400000,700000,32600000,11500000,Approved,Excellent,High,Platinum,Long Term,High,1,1,1
532,David Johnson,1978-12-31,4,Not Graduate,Yes,300000,1000000,20,655,0,100000,1100000,400000,Approved,Good,Low,Bronze,Long Term,High,0,1,1
533,Crystal Daniels,1985-04-11,5,Graduate,Yes,6900000,23900000,6,382,17100000,6900000,21500000,8900000,Rejected,Poor,Upper-Middle,Gold,Short Term,High,1,1,0
534,Mary Wright,1973-03-11,2,Graduate,Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,1,1
535,Lauren Mullen,2005-08-25,2,Graduate,Yes,4400000,10000000,20,516,7400000,7600000,12200000,5100000,Rejected,Poor,Upper-Middle,Bronze,Long Term,Moderate,1,1,0
536,Jessica Hernandez,1963-05-20,4,Not Graduate,Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
537,William Garrett,1960-07-24,2,Not Graduate,No,3700000,14100000,6,633,800000,200000,11300000,3400000,Approved,Average,Low-Middle,Silver,Short Term,Moderate,0,0,1
538,Kristina Espinoza,1968-01-14,1,Graduate,No,5900000,15200000,2,547,17100000,2000000,14700000,3600000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,1,0,0
539,Sherri Christian,1958-12-04,5,Not Graduate,Yes,8600000,26300000,10,843,23300000,9800000,18100000,11300000,Approved,Excellent,High,Gold,Intermediate,High,0,1,1
540,Vernon Freeman,1967-02-22,3,Not Graduate,Yes,3400000,13200000,8,783,6500000,300000,13000000,4900000,Approved,Excellent,Low-Middle,Silver,Intermediate,Moderate,0,1,1
541,Sherri Robertson,1983-02-10,3,Not Graduate,Yes,1000000,3200000,14,790,1900000,100000,3600000,1100000,Approved,Excellent,Low,Bronze,Intermediate,Moderate,0,1,1
542,Alexis Summers,1974-06-09,1,Not Graduate,Yes,4400000,14200000,16,409,12700000,1300000,12600000,4500000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,1,0
543,Joseph Jones,1973-09-03,0,Not Graduate,No,3600000,7800000,14,376,9800000,6900000,11900000,3000000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,0,0,0
544,Martha Jones,1969-01-23,3,Not Graduate,No,1400000,2700000,8,625,3100000,1800000,3400000,1000000,Approved,Average,Low-Middle,Bronze,Intermediate,Moderate,0,0,1
545,Kathy Wall,1998-06-21,0,Not Graduate,No,5300000,10900000,18,707,12900000,2600000,12700000,7600000,Approved,Good,Upper-Middle,Silver,Long Term,Low,0,0,1
546,Alexander Young,1959-08-29,3,Graduate,Yes,9400000,20500000,6,645,17400000,13000000,24500000,10200000,Approved,Average,High,Gold,Short Term,Moderate,1,1,1
547,Jay Vaughn,1999-10-26,4,Not Graduate,Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,0,1,1
548,Benjamin Peterson,1962-08-17,5,Graduate,No,9800000,37600000,18,319,19200000,5100000,19900000,5100000,Rejected,Poor,High,Platinum,Long Term,High,1,0,0
549,Catherine Carr,1990-12-20,1,Not Graduate,No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,Approved,Average,Low-Middle,Bronze,Long Term,Low,0,0,1
550,Matthew Smith,1996-07-04,2,Not Graduate,Yes,5800000,22500000,6,888,11900000,2600000,17100000,4800000,Approved,Excellent,Upper-Middle,Gold,Short Term,Moderate,0,1,1
551,Diamond Newton,2005-02-16,2,Not Graduate,No,3100000,10400000,10,420,6900000,5900000,10000000,3500000,Rejected,Poor,Low-Middle,Silver,Intermediate,Moderate,0,0,0
552,Anthony Goodwin,1985-07-13,0,Graduate,No,6800000,18400000,2,791,4000000,900000,20200000,9900000,Approved,Excellent,Upper-Middle,Silver,Short Term,Low,1,0,1
553,Mary Phillips,1959-03-23,5,Not Graduate,No,4600000,16200000,12,891,5900000,1200000,10800000,3700000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,0,0,1
554,Brandi Kerr,2000-05-28,2,Not Graduate,Yes,200000,700000,16,641,600000,200000,600000,100000,Approved,Average,Low,Bronze,Long Term,Moderate,0,1,1
555,Michael Bailey,1976-06-27,3,Not Graduate,Yes,9500000,22800000,6,319,200000,18800000,34100000,9400000,Rejected,Poor,High,Gold,Short Term,Moderate,0,1,0
556,Charles Sanders,1985-03-03,5,Not Graduate,Yes,6200000,22200000,20,819,13500000,6600000,21700000,8700000,Approved,Excellent,Upper-Middle,Gold,Long Term,High,0,1,1
557,Debra Rivers,1975-04-01,4,Not Graduate,Yes,9700000,32300000,18,387,11600000,14300000,20000000,5400000,Rejected,Poor,High,Platinum,Long Term,High,0,1,0
558,Michael Hernandez,1968-01-20,5,Graduate,Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,Approved,Good,Upper-Middle,Silver,Short Term,High,1,1,1
559,Alex Schroeder,1965-02-19,1,Graduate,Yes,5700000,12000000,4,415,15700000,900000,17300000,7400000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,1,1,0
560,Kara Lee,2002-02-24,2,Graduate,Yes,200000,500000,6,885,100000,0,300000,200000,Rejected,Excellent,Low,Bronze,Short Term,Moderate,1,1,0
561,Samantha Choi,1994-04-14,4,Graduate,No,8000000,25500000,4,722,17200000,13900000,26200000,4900000,Approved,Good,High,Gold,Short Term,High,1,0,1
562,Caleb Lopez,1988-12-15,4,Graduate,No,5200000,20400000,20,761,4700000,1600000,14300000,6200000,Approved,Excellent,Upper-Middle,Gold,Long Term,High,1,0,1
563,Maureen Gibson,1980-06-14,1,Graduate,Yes,7100000,15200000,8,389,5900000,900000,24300000,5900000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,1,1,0
564,Travis Smith,1968-12-14,1,Graduate,Yes,9300000,27900000,12,600,2100000,4200000,29000000,6600000,Approved,Average,High,Gold,Intermediate,Low,1,1,1
565,Daniel Moore,1993-10-17,5,Graduate,No,2000000,6100000,2,407,1900000,1900000,4600000,2000000,Approved,Poor,Low-Middle,Bronze,Short Term,High,1,0,1
566,Kimberly Walker,1991-11-09,3,Graduate,Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,Approved,Excellent,Low-Middle,Silver,Long Term,Moderate,1,1,1
567,Joel Washington,1960-03-26,2,Not Graduate,No,2800000,5900000,6,895,1000000,3900000,10900000,1500000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,0,0,1
568,John Morales,1982-06-29,5,Graduate,Yes,3000000,11100000,12,441,8500000,2500000,7300000,2000000,Rejected,Poor,Low-Middle,Silver,Intermediate,High,1,1,0
569,Ariel Willis,1974-12-12,4,Not Graduate,No,4500000,9800000,16,895,9800000,8200000,13900000,5500000,Approved,Excellent,Upper-Middle,Bronze,Long Term,High,0,0,1
570,Michael Guerrero,1986-07-23,4,Graduate,No,1900000,4300000,4,826,2400000,0,7000000,900000,Approved,Excellent,Low-Middle,Bronze,Short Term,High,1,0,1
571,Thomas Morris,2003-02-12,1,Graduate,No,2300000,7200000,8,453,3000000,2100000,8100000,3400000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,1,0,0
572,Joseph Smith,2005-04-07,0,Graduate,No,4700000,17500000,2,701,5400000,2300000,11700000,7000000,Approved,Good,Upper-Middle,Silver,Short Term,Low,1,0,1
573,Connie Cummings,1978-08-13,2,Not Graduate,Yes,1300000,2700000,8,627,100000,300000,2600000,1300000,Approved,Average,Low-Middle,Bronze,Intermediate,Moderate,0,1,1
574,Linda Neal,1993-07-17,3,Graduate,No,3100000,11000000,2,543,5900000,2200000,9000000,2400000,Approved,Poor,Low-Middle,Silver,Short Term,Moderate,1,0,1
575,Jacqueline Andrews,1975-05-29,0,Graduate,No,8400000,17500000,18,411,13200000,5300000,31300000,10400000,Rejected,Poor,High,Silver,Long Term,Low,1,0,0
576,Carla Williams,2000-05-10,5,Graduate,Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000,Approved,Average,Low-Middle,Bronze,Short Term,High,1,1,1
577,Heather Cabrera,1984-05-05,2,Not Graduate,No,1900000,7500000,2,889,600000,1100000,7100000,2600000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,0,0,1
578,Hayden Anderson,1969-01-28,3,Not Graduate,No,2400000,8600000,8,684,3400000,2400000,6200000,1600000,Approved,Good,Low-Middle,Bronze,Intermediate,Moderate,0,0,1
579,Joseph Conley,1981-12-02,5,Graduate,No,6800000,20500000,10,578,500000,11800000,27200000,3400000,Approved,Average,Upper-Middle,Gold,Intermediate,High,1,0,1
580,Christine Shelton,1977-09-10,1,Graduate,No,2900000,10900000,20,445,6600000,2800000,9300000,2600000,Rejected,Poor,Low-Middle,Silver,Long Term,Low,1,0,0
581,Jamie Meadows,1984-12-15,4,Graduate,Yes,8900000,26300000,10,369,23900000,7000000,27400000,12100000,Rejected,Poor,High,Gold,Intermediate,High,1,1,0
582,Kathy Byrd,1989-12-30,1,Not Graduate,No,8800000,22200000,18,794,8400000,11900000,21000000,10500000,Approved,Excellent,High,Gold,Long Term,Low,0,0,1
583,Jonathan Obrien,1966-09-25,0,Graduate,Yes,8200000,19200000,16,492,16500000,9200000,20000000,7200000,Rejected,Poor,High,Silver,Long Term,Low,1,1,0
584,Brian Johnson,1985-06-24,3,Not Graduate,Yes,3600000,13200000,16,557,9800000,4000000,9900000,2100000,Approved,Average,Low-Middle,Silver,Long Term,Moderate,0,1,1
585,Melinda Martinez,1984-11-10,4,Graduate,Yes,9500000,31800000,6,519,5900000,1300000,28400000,12200000,Rejected,Poor,High,Platinum,Short Term,High,1,1,0
586,Kelsey Curtis,1999-11-16,0,Not Graduate,Yes,1900000,5700000,18,699,5500000,200000,6500000,2000000,Approved,Good,Low-Middle,Bronze,Long Term,Low,0,1,1
587,Tara Fowler,2005-05-16,3,Not Graduate,Yes,9100000,24600000,2,741,8000000,4000000,35500000,13600000,Approved,Good,High,Gold,Short Term,Moderate,0,1,1
588,James Mcfarland,1962-05-17,5,Graduate,No,1100000,3800000,18,508,200000,1800000,2300000,900000,Rejected,Poor,Low-Middle,Bronze,Long Term,High,1,0,0
589,Margaret Atkinson,1985-04-10,5,Not Graduate,Yes,1100000,2800000,10,647,2700000,2000000,4300000,1400000,Approved,Average,Low-Middle,Bronze,Intermediate,High,0,1,1
590,Corey Smith,1966-06-06,1,Graduate,No,9300000,28600000,14,656,17300000,9100000,27400000,12500000,Approved,Good,High,Gold,Intermediate,Low,1,0,1
591,Jerry Carpenter,2001-07-09,4,Graduate,Yes,3900000,10600000,2,439,300000,7600000,14800000,2500000,Rejected,Poor,Low-Middle,Silver,Short Term,High,1,1,0
592,Connie Livingston,1961-07-12,5,Not Graduate,Yes,1500000,4000000,12,350,2900000,1900000,4400000,1200000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,1,0
593,Stephen Simpson,1962-05-23,5,Graduate,No,800000,2200000,6,493,900000,500000,2800000,1000000,Rejected,Poor,Low,Bronze,Short Term,High,1,0,0
594,Crystal Hopkins,1959-11-06,4,Graduate,No,600000,1800000,6,851,100000,1100000,2100000,800000,Approved,Excellent,Low,Bronze,Short Term,High,1,0,1
595,Kyle Garcia,1981-12-21,2,Graduate,No,4400000,12500000,18,492,7900000,1200000,10100000,2700000,Rejected,Poor,Upper-Middle,Silver,Long Term,Moderate,1,0,0
596,Laura Miles,2005-03-18,4,Graduate,Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,Approved,Excellent,Low-Middle,Bronze,Short Term,High,1,1,1
597,Tracy Stout,1984-02-13,3,Not Graduate,Yes,6200000,14600000,2,664,18300000,8400000,16800000,6600000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,0,1,1
598,Angela Flores,1961-05-14,5,Graduate,Yes,700000,1300000,16,362,2100000,1300000,2000000,1000000,Rejected,Poor,Low,Bronze,Long Term,High,1,1,0
599,Diana Marshall,1976-11-01,0,Graduate,No,3400000,9400000,6,703,600000,6000000,8600000,2600000,Approved,Good,Low-Middle,Bronze,Short Term,Low,1,0,1
600,Judy Turner,1964-01-25,1,Not Graduate,Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,0,1,1
601,Jennifer Reid,1999-09-18,3,Not Graduate,Yes,4200000,9700000,2,396,700000,8200000,8600000,4300000,Rejected,Poor,Upper-Middle,Bronze,Short Term,Moderate,0,1,0
602,Derek Hansen,1960-11-16,0,Graduate,Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000,Approved,Excellent,Upper-Middle,Silver,Short Term,Low,1,1,1
603,Scott Carson,1981-10-07,5,Graduate,Yes,3700000,10000000,20,709,8000000,800000,12000000,2200000,Approved,Good,Low-Middle,Bronze,Long Term,High,1,1,1
604,Robert Santiago,1963-12-05,4,Not Graduate,Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
605,Rhonda Lopez,1969-02-23,2,Graduate,Yes,4300000,16000000,14,623,9800000,6700000,17000000,4500000,Approved,Average,Upper-Middle,Silver,Intermediate,Moderate,1,1,1
606,Elijah White,1970-05-14,4,Not Graduate,Yes,7100000,24500000,14,599,9100000,7000000,20400000,6800000,Approved,Average,Upper-Middle,Gold,Intermediate,High,0,1,1
607,Scott Parks,1961-08-03,4,Graduate,Yes,5400000,12700000,4,622,11000000,3300000,15100000,6500000,Approved,Average,Upper-Middle,Silver,Short Term,High,1,1,1
608,Teresa Brown,1993-06-14,0,Not Graduate,No,6000000,13100000,6,385,16600000,7600000,22000000,7400000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,0,0,0
609,Sarah Jones,1988-07-15,4,Graduate,Yes,4100000,12500000,2,579,10900000,7200000,12200000,2000000,Approved,Average,Upper-Middle,Silver,Short Term,High,1,1,1
610,Erika Ramos,1993-12-12,4,Not Graduate,No,8300000,17900000,20,846,12700000,1300000,26800000,12200000,Approved,Excellent,High,Silver,Long Term,High,0,0,1
611,Justin Ramirez,2003-12-04,3,Graduate,No,8100000,23900000,10,449,7100000,6100000,28300000,8900000,Rejected,Poor,High,Gold,Intermediate,Moderate,1,0,0
612,Meredith Walsh,1986-12-25,1,Not Graduate,No,7200000,24900000,14,666,3600000,11600000,16600000,5800000,Approved,Good,Upper-Middle,Gold,Intermediate,Low,0,0,1
613,Donna Nguyen,1958-11-21,5,Graduate,No,7200000,17500000,4,380,2300000,400000,17500000,6200000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,0,0
614,Nathaniel Adams,1984-10-09,2,Graduate,Yes,3500000,8100000,4,589,3800000,6700000,12500000,2700000,Approved,Average,Low-Middle,Bronze,Short Term,Moderate,1,1,1
615,Ryan Bates,1971-05-06,1,Graduate,No,6200000,19500000,12,845,9100000,2900000,15300000,4000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,1,0,1
616,Craig Martin,1970-10-11,3,Not Graduate,No,5200000,17300000,10,401,2600000,1400000,12700000,6400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,0,0
617,Mary Perez,1981-07-31,0,Not Graduate,No,4500000,14500000,2,766,6100000,8400000,17200000,6600000,Approved,Excellent,Upper-Middle,Silver,Short Term,Low,0,0,1
618,Danielle Brown,1963-01-16,5,Not Graduate,No,5400000,15100000,12,522,5200000,4700000,13900000,5700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,0,0
619,Scott Rojas,1972-11-20,3,Not Graduate,Yes,2000000,6900000,6,834,2200000,2800000,6400000,3000000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,0,1,1
620,Cheryl Escobar,1977-11-13,3,Graduate,No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,Approved,Average,High,Gold,Intermediate,Moderate,1,0,1
621,Brian Ford,1992-01-24,2,Graduate,No,5000000,10600000,4,570,11900000,900000,14800000,7100000,Approved,Average,Upper-Middle,Silver,Short Term,Moderate,1,0,1
622,Mathew Lynn,1966-06-09,2,Graduate,No,4900000,17600000,6,860,13600000,7500000,12700000,5600000,Approved,Excellent,Upper-Middle,Silver,Short Term,Moderate,1,0,1
623,Carl Green,1998-02-11,4,Graduate,Yes,5300000,19200000,4,655,14200000,6900000,17800000,3900000,Approved,Good,Upper-Middle,Silver,Short Term,High,1,1,1
624,Michelle Daniels,1982-01-20,3,Not Graduate,Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000,Approved,Poor,High,Gold,Short Term,Moderate,0,1,1
625,Briana Schwartz,1987-02-28,5,Graduate,Yes,700000,2100000,14,863,100000,1200000,2700000,600000,Approved,Excellent,Low,Bronze,Intermediate,High,1,1,1
626,John Santiago,2002-05-31,3,Not Graduate,Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,0,1,1
627,Gregory Foster,1989-02-27,3,Graduate,No,3500000,13300000,4,798,7400000,5300000,12100000,3600000,Approved,Excellent,Low-Middle,Silver,Short Term,Moderate,1,0,1
628,Charles Armstrong,1984-06-02,5,Not Graduate,Yes,7700000,18900000,16,552,15600000,6100000,23900000,6600000,Approved,Average,High,Silver,Long Term,High,0,1,1
629,David Jackson,1994-12-20,2,Not Graduate,Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,1,0
630,Ralph Morrison,1990-02-06,0,Graduate,No,9100000,22200000,6,419,7400000,600000,18200000,9800000,Rejected,Poor,High,Gold,Short Term,Low,1,0,0
631,Tony Hawkins,1970-09-28,1,Not Graduate,Yes,9000000,29900000,2,668,22100000,7200000,24400000,4700000,Approved,Good,High,Gold,Short Term,Low,0,1,1
632,Vincent Haley,1992-11-19,2,Not Graduate,No,8900000,29200000,8,608,10800000,5200000,33500000,11700000,Approved,Average,High,Gold,Intermediate,Moderate,0,0,1
